,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,wr,std_rank
28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7167369974938033,0.2890540743205046
29,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6928471731983505,0.3658999339784748
30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7065687770519348,0.3069929733114361
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.706615892673649,0.3148774418977899
32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7070623616565981,0.3741134187807981
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7039768676787057,0.37987468939108743
34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7038985858673362,0.42365927286816174
35,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7027949831959908,0.45821033375155334
36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7024963411241429,0.2915136997709545
37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7034316547987676,0.3585685828003181
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6979026208752435,0.3630212860568159
39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7021665946893303,0.3649801299838374
40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700207992026475,0.39886694837509085
41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7027178245582169,0.3952688003717012
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7094711529036865,0.39634994442517
43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7022257604740846,0.30272881733014007
44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7029661819163072,0.36029482653919004
45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7097065266025688,0.314550976238651
46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7048644951567117,0.33146630221224965
47,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7058314679034423,0.38102163210252077
48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7119370908920987,0.3333031474789665
49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7028030542516743,0.3115089744952256
50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.7465482468662868,0.3114124905367614
51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.7045500917279683,0.4037736937127456
52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7071394827295978,0.32075407547618867
53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6964021115215449,0.46943421490223947
54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7017084188263125,0.29102222527037325
55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7078896334610147,0.3572696932690909
56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.726132336540282,0.40451811140807464
57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.707106844247978,0.40329653271355825
58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7070901653773816,0.2994226336658633
59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7099703358333177,0.35525240264721997
60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7084069312038065,0.37619204926809585
61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7073711658266252,0.3365801366229935
62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6991822617005498,0.3536302673820476
63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7006480174852071,0.3385400547957666
64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7316969394818787,0.2757407560586893
65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7050517534882724,0.337171060233144
66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7051593339038391,0.3283592971661305
67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6986069562772237,0.4262385138546831
68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.7030912120671644,0.38465548138227507
69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7159080979415187,0.37733598048573574
70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7080388103978885,0.3117716058625124
71,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7112357342004362,0.3384740038085753
72,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6994587775365074,0.35379985516875745
73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7039723064991601,0.29688168180020535
74,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.704262255878661,0.48038446141526153
75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7044008103715229,0.4714045207910317
76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.703847484450333,0.30419833996363305
77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7001358609915654,0.33953861034946664
78,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.70034175023458,0.38740925823809125
79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7228179014959379,0.28638417996668597
80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.698384927842213,0.34807227987230455
81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7052153345432214,0.39340506711169626
82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7102653033271149,0.3558117576122226
83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7147552464555609,0.3082681296632558
84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7034749387869141,0.35856858280031806
85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701301943120426,0.3663992936232291
86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7112882490737197,0.34901533698594284
87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7109138591397864,0.3352039458468293
88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7048960115347896,0.3625826325315843
89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7226509960657396,0.3176079827351516
90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6997631801440239,0.3849673576186825
91,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7057346097333387,0.3871586301710718
92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7056205572246426,0.3558263964894784
93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7071930209794893,0.38242630566169167
94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6981124046681854,0.36694016493848786
95,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7118402925112076,0.3231749480301514
96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.719165660796126,0.34390822133446625
97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7116814863780712,0.3693856650252316
98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7344254896675532,0.2928604564250005
99,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7086455456295592,0.3137025768823713
100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.7327954740253307,0.3475176717300144
101,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7027846033805425,0.4117542228323388
102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7019479507790864,0.3876687519516257
103,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7018323221732026,0.31521258597805757
104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7033376874479349,0.2981423969999719
105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6963819117967763,0.3305814418671613
106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6995036547023271,0.3636756632962145
107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7044674810589159,0.40791678550422994
108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7010411928217717,0.3781765839006283
109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7038831442953525,0.3812431249823667
110,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7008654150484905,0.39319875782852465
111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7034556624263585,0.33723062132680043
112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7019244368723779,0.4313670419646294
113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7052890345665951,0.24880667576405968
114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7120302592817315,0.2543018314672611
115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7050698510797107,0.4364940612735362
116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7088626014338045,0.37395129655145376
117,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7109416500596414,0.3483612088012804
118,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6953646369666341,0.39254943630681616
119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7051700828793761,0.3450327796711771
120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6942228605498509,0.38441409124586884
121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7003044991283629,0.3958310707795224
122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6905935647005584,0.3990555198924683
123,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7011990147189164,0.3501207521167546
124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7153454663121166,0.33101877416626585
125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7055028867900915,0.33528512634995156
126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7078627972209759,0.3681969389457992
127,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7344017286492038,0.33134424309166227
128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7049812365326127,0.3621418150598961
129,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.70913901615165,0.34203770021390745
130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7012636134094232,0.44962986892274415
131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7070338178213043,0.36441797739630616
132,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.719539699369811,0.33472023688956587
133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.7111385104667725,0.38081565701640774
134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7215719414862577,0.29770453915504447
135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.7167086744745512,0.3639387631995423
136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7121943907614878,0.3177787374015681
137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7118517829907006,0.37325424739421664
138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702520250236745,0.5017793650542994
139,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7003057961933067,0.3326233573763881
140,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7023270517720887,0.3931864185036144
141,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7046007768211096,0.25620511037390736
142,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7014306432491262,0.3564632187290584
143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7103361991842476,0.4023197390154442
144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7132888229618219,0.3316223720948922
145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6960174094078299,0.3850084038902486
146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7035276471896237,0.38824643477776727
147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7035285188399772,0.3814361680546886
148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700107556416729,0.35944533118780503
149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7032368307752414,0.42403473769123373
150,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7098767753338273,0.37785849266328575
151,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708292846171811,0.3854538036123895
152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7063261779950155,0.340449075127864
153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7121916225682052,0.33182253403851675
154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7090719925175979,0.34839826122002876
155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6996696265971414,0.40466504592328856
156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7123462879176692,0.3469493438058723
157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7075784004996246,0.3465410713175448
158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6978667647381482,0.3318910782075373
159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7011113880345609,0.3149398416926126
160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7041428605498509,0.37420884284649963
161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7037584667110255,0.3649770758871667
162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7051363020669219,0.3525855018732692
163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7050225005411918,0.3361986862708515
164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7057816415069528,0.3264157553342108
165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7089773335105314,0.2926282985504235
166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7088830826244062,0.24865977392476818
167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6999509390473752,0.30913588762627575
168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723162615252723,0.34908976197283714
169,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7178005097071779,0.27491581202925325
170,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7136535769430515,0.3335544989000746
171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7076479920520474,0.34895230288885976
172,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0.7294276761121612,0.32846263092818206
173,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7263813390437027,0.34997110449618274
174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7344263723673357,0.3155952555430887
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7113088229504094,0.38839956330402736
176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.7174500820012152,0.32760244178015285
177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7101342476832618,0.31774228450514713
178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7162992071883233,0.25295388011297854
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7141734545294608,0.4044822328813763
180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7173985456517986,0.33723533615007245
181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.7266494834878715,0.32656120369090064
182,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7152380285181242,0.3391228607515409
183,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.7201831272573049,0.32508733849684335
184,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7034970271201132,0.42245017136559654
185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.7201644713177368,0.3157957952865487
186,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7133928602128852,0.32458722257623734
187,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7192319926616182,0.3270765816167721
188,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7078500419584944,0.3408061624249257
189,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7093037921903536,0.3271697345806594
190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7137168076765494,0.31914371104958517
191,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7230857907533655,0.29151574838967503
192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7124872283727167,0.3346682319442994
193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7117859342288485,0.2737750170547949
194,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7187235442237903,0.2935260464406057
195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7175544314393171,0.3398103935757507
196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7147533061324525,0.31803111616581364
197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7188726540216198,0.32350023848899395
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7118536133595934,0.2986451798443474
199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7169883325925218,0.2954893500560532
200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.711486232767086,0.3511769151126582
201,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7047495073290038,0.4075492346591132
202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7116926510992573,0.3283918737204315
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7119229321419164,0.3212840618610907
204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7155646681030242,0.31995318906670217
205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7121494436922532,0.3371634209940101
206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7039606853875434,0.3920799766304501
207,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7068053937278296,0.3527621473994255
208,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7143502485836153,0.3174016293692286
209,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.712852677753436,0.358857574386398
210,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7182173563918779,0.30931692776350667
211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7135144576715762,0.3216464509270069
212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7038001385546637,0.434962621068085
213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.71174821041524,0.3203269597050084
214,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7027861847456506,0.4107352589505302
215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7085581730165836,0.36314007403802306
216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.716198766049317,0.3149407794431975
217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6997044138928346,0.3778171793900871
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7036909099512612,0.31721477077989985
219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7001391643448517,0.4656760817540451
220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7030277048776552,0.406357047951882
221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7065025373021042,0.38910800397793144
222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.708998746693676,0.326578616494119
223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7153018884091924,0.2839252468815218
224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7058056080736124,0.379531122096414
225,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6970503710509466,0.3824835152094562
226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7014003734835094,0.3575761356912733
227,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7001354487919552,0.3783973454934644
228,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7119624243672522,0.33997269121006807
229,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6967492258821899,0.34614529280264694
230,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7024137597683805,0.36438603650622087
231,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6914077914910518,0.3504927920165758
232,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7008617631685862,0.3122386204919761
233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7013435669917416,0.35530428473601755
234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7121292489244272,0.34833950094342353
235,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6890204654342128,0.4132421457053642
236,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.705073423871039,0.3810588186791807
237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7109420657449679,0.3328852169888784
238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7148335076887153,0.35708774677111305
